what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1419010771502
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1419010771502
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1419010771502
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1419010771502
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1419010771502
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1419010771502
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1419010771502
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1419010771502
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1419010771502
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1419010771503
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1419010771503
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1419010771503
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1419010771503
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1419010771503
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1419010771503
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1419010771503
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1419010771503
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1419010771503
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1419010771503
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1419010771503
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1419010771503
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1419010771503
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1419010771503
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1419010771503
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1419010771503
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1419010771504
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1419010771504
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1419010771504
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1419010771504
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1419010771504
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1419010771504
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1419010771504
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1419010771504
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1419010771504
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1419010771504
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1419010771504
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1419010771504
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1419010771504
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1419010771504
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1419010771504
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1419010771504
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1419010771504
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1419010771504
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1419010771504
os,sysinfo,,,"macosx",1419010771508
arch,sysinfo,,,"x86",1419010771508
ws,sysinfo,,,"cocoa",1419010771508
locale,sysinfo,,,"en_US",1419010771508
processors,sysinfo,,,"8",1419010771508
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1419010771508
java.runtime.version,sysinfo,,,"1.6.0_65-b14-466.1-11M4716",1419010771508
java.specification.name,sysinfo,,,"Java Platform API Specification",1419010771508
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1419010771508
java.specification.version,sysinfo,,,"1.6",1419010771508
java.vendor,sysinfo,,,"Apple Inc.",1419010771508
java.version,sysinfo,,,"1.6.0_65",1419010771508
java.vm.info,sysinfo,,,"mixed mode",1419010771508
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1419010771508
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1419010771508
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1419010771508
java.vm.specification.version,sysinfo,,,"1.0",1419010771508
java.vm.vendor,sysinfo,,,"Apple Inc.",1419010771508
java.vm.version,sysinfo,,,"20.65-b04-466.1",1419010771508
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1419010771519
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1419010771877
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1419010771890
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1419010771925
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1419010771943
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1419010771958
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419010854372
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419010862701
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419010864321
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419010872116
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419011073926
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419011077422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012435626
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012448248
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012453912
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012466740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012480647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012482522
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012501965
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012519143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012569437
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012572545
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012800796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012803208
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1419012827722
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1419012827734
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1419012832402
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1419012833120
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1419012833897
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1419012833920
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1419012834764
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012839542
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012846997
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012893558
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1419012896872
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1419012899901
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1419012900232
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1419012900419
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1419012900704
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1419012901053
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419012906293
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419014323149
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419014326282
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017673543
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1419017696880
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017711263
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017711536
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017712694
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017716081
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1419017725133
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1419017725187
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1419017734958
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1419017747765
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1419017749305
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1419017750478
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1419017750760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017756803
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017913251
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017915527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017916335
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017918786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017918907
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017922297
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017924707
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017934153
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419017939477
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017948916
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017956186
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1419017961805
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017966194
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017967465
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017968379
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017971319
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017981712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017984979
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017986802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419017988475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018023939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018034978
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018080654
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018087379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018103781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018105366
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1419018166546
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1419018167969
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1419018186770
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1419018186777
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1419018186909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018187011
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018201559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018203526
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018212121
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018213571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018214091
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018218855
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018218954
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018233806
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419018234397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419024906316
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419024949804
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1419024962129
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1419024965314
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419024969036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419025103400
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419025235649
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1419025341895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1419025343502
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419025377707
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419025379059
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419025379451
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419025442802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419025535826
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419025539579
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1419025678489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1419025678586
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1419025678704
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1419025679094
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1419025679273
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1419025679398
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1419025679546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1419025679936
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419025683466
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419025706258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419025760683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419025765945
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419025791552
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419025930481
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419025932859
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419025984125
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419025993972
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026041255
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1419026129159
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1419026152286
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1419026153324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1419026155186
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1419026169710
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1419026172418
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1419026188299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026308284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026358867
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1419026517948
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1419026517953
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1419026518143
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026523204
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026524001
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026525311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026525381
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026530495
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026533760
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026576994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026579516
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026587622
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1419026599481
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1419026599486
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1419026599670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026602134
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026607730
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026614940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026833767
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026839253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026854837
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026873441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026877302
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419026884381
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419027013911
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1419027016826
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1419027018587
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1419027018587
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419027025695
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419027057670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419027060462
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1419027117555
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1419027119762
